Energy(MeV),Theta(deg),Phi(deg)
0,49.2898,156.806
0,79.9036,82.6616
0.0357514,107.013,35.3044
0,86.5512,-118.377
0,61.3252,69.3889
0,61.3402,110.775
0.0192697,93.7634,132.433
0,104.38,-101.358
0,84.107,-30.3208
0,58.5603,-73.8389
0.0935258,106.938,-64.3838
0,84.8623,172.173
0,12.9214,20.3369
0,82.9741,125.53
25.2028,70.2993,-53.4661
68.1779,96.765,-100.239
128.009,68.3956,74.0104
0,5.22511,176.611
0,78.249,-37.455
0.0558313,110.718,-32.7892
0,123.577,102.322
0,56.7063,-128.94
0.0675169,109.31,-77.3912
0,133.987,166.358
0,82.7559,-122.625
0.04888,139.15,-46.2327
0,84.9963,70.558
0,122.973,88.307
0,108.405,-76.792
0,111.916,90.339
0,17.1696,48.252
0,145.055,-8.06518
0,50.6169,160.692
0.494162,87.5063,97.7257
0,134.637,146.091
0,166.297,39.2697
0,84.2878,-28.8994
0.0426961,141.457,13.0863
3.9195,173.28,130.57
0,52.6391,-58.5383
0.315919,84.1732,146.465
0,172.281,115.178
0,101.259,-31.2175
8.20741,53.4833,-112.811
35.4575,45.0314,96.0595
0,75.179,116.419
0,116.473,171.826
0.121077,47.4757,86.2918
0,106.691,178.656
0.0738883,102.445,121.936
0,96.7924,-51.2997
0,166.065,-137.748
0,107.889,18.1543
0,168.641,-167.347
0,49.9669,-13.8435
0,109.852,-31.1311
0,135.03,81.0579
0,151.91,-159.928
0.0140424,137.736,54.5489
88.309,52.3174,29.3659
0.477319,86.1477,54.0495
0,94.8251,23.1331
0,95.1395,151.623
0,134.179,81.9854
0.0684739,85.9833,128.934
0,71.4535,-88.2058
0,47.8436,97.8013
0.0964321,63.4694,-170.552
2.50929,146.862,-15.6006
0,65.5711,156.106
0,36.4492,-134.675
0,161.064,48.2092
0,57.304,-135.356
0,86.341,154.23
0,122.687,-167.936
0,15.7007,-83.8193
0,97.3144,7.20479
0,107.683,-100.834
0,103.276,23.1702
0.503456,94.8799,68.0187
0,77.1348,-165.506
0.253735,88.7921,-138.69
0,39.5899,10.776
0.20962,93.1457,58.7015
0,111.705,-13.7425
0,148.752,-56.1329
0,77.426,0.036345
0,141.296,149.346
0,112.734,-133.133
0,50.4155,-64.8906
0.185187,115.467,67.6288
0,115.83,55.4355
0,49.4574,-38.125
0.609323,76.1164,118.513
0,70.1075,70.9816
0,94.8559,59.0098
0.155869,41.3108,38.1315
0,109.947,-20.2904
0.248173,112.016,68.4427
0.264664,42.202,-0.839275
10.7497,78.6092,-41.6806
0,8.04985,79.2092
0,56.6314,-113.388
0.185748,43.7501,-6.86801
0,106.106,1.60485
0,85.6649,105.179
0.0806152,60.8895,-2.31958
0,7.25356,31.4455
0,115.147,169.481
0.0434753,48.5196,-162.235
0.519365,84.9068,159.059
0,79.7329,31.588
0.766252,85.7547,-76.9075
1.30444,45.9429,84.5932
0,131.604,-178.794
0,169.764,-138.386
0.1316,120.019,27.6627
0,31.4561,-38.6245
0,97.5971,141.978
0,28.7309,72.1944
0,24.1568,91.4162
11.1284,141.084,74.6835
0.242848,109.709,-156.599
0,94.0068,135.161
0.15752,75.9156,-8.5054
0,105.147,79.3019
0,144.06,122.678
0.0225379,96.8259,168.549
0,125.828,15.1877
0.308233,142.02,70.7608
0,135.491,172.309
0,115.563,161.008
0,64.9529,-99.5178
0.082451,101.722,168.914
0,10.3047,51.3603
0.548499,60.1046,99.4303
0,96.6417,-46.7146
0.0850643,84.8008,-175.923
0,103.537,-168.062
0,106.893,108.333
0.0813014,98.5772,165.467
0,91.5852,121.753
0.482807,84.8628,3.4175
0,118.223,-12.9989
0,47.6219,-119.076
0.39786,83.08,94.4873
0,126.216,-126.877
0,64.2139,66.9398
0.284228,69.1665,113.294
0,48.6919,-51.6497
1.33777,85.2606,55.9466
0,139.819,-47.8705
0.0906734,137.279,-156.614
0,83.1852,147.222
1.04572,112.171,156.161
5.86201,124.986,74.9447
6.28148,132.841,130.557
0,21.5484,-68.8123
0,72.8994,-86.699
0.0821433,146.607,176.266
0,23.738,-147.113
0,109.396,-114.592
0.061211,72.6866,169.943
0,27.6151,114.215
0,101.119,-72.7773
0.236447,124.975,151.163
0,113.579,-17.8444
0.343219,101.258,50.0063
0,79.4103,-22.1986
0.0827231,118.368,148.723
0,78.099,53.3492
0,37.1319,-171.404
0.0422813,81.0994,39.9337
0,89.8321,38.0526
0,158.443,90.6051
0,66.0213,-145.507
0,69.3924,146.634
0.0271757,135.993,-63.3215
0,133.921,11.3454
0.137399,176.058,-125.576
0,53.7663,85.591
0.701058,60.2315,108.728
43.106,83.7366,52.9593
0,16.7958,-98.709
0.860276,56.641,32.4548
0,124.683,116.572
0.538585,96.602,-115.229
0,141.594,35.5
0,63.1113,72.1047
0,123.489,-60.5172
0,48.5513,149.256
0,67.6898,-125.326
0,69.4476,-139.183
0,6.37912,-14.2204
0,17.759,109.631
0,130.925,153.367
0,73.3549,56.22
0,95.1161,151.775
0.255343,138.944,28.1827
5.05659,64.3255,-118.017
0,145.361,112.132
0,111.737,63.4795
0.106232,155.058,69.4958
0,118.736,-142.894
0,30.1525,-60.9469
0.0494311,135.522,143.98
0,101.266,-79.0605
0,27.0356,-168.115
0,36.0872,52.7668
0.0631792,95.2986,136.576
0,55.7858,121.36
0.661586,42.2586,91.8449
0,100.448,-31.3147
0,124.312,106.64
0,172.577,-40.653
0,115.501,70.7589
0,116.845,21.5947
0.226237,102.546,60.1322
0,64.9667,31.8205
0.453904,21.7903,87.257
0,61.3009,51.3121
0,50.5441,-66.2276
0,43.1705,154.324
0.0932154,85.314,166.525
0,147.482,93.0329
0,94.0062,27.2524
0,115.234,-114.282
0.152063,80.1625,-174.04
0,39.5545,9.2728
0,107.332,-140.553
0,105.279,38.3558
0.089737,173.128,162.384
0,126.518,23.5964
0.293029,102.645,-160.562
3.52683,132.619,60.4276
4.63068,29.7425,-20.24
6.04483,139.443,14.8493
0,46.0381,-4.93367
0,81.6117,172.288
0.0166123,41.7106,-126.472
0,80.9473,110.615
0,4.41982,-56.6385
0.889351,53.7058,19.7377
0,118.922,2.71388
0,164.185,-48.8525
0,114.936,27.3776
0.0832076,134.579,51.3838
0,30.208,14.9546
0.153489,136.97,-50.1187
0,27.5386,-161.767
0,66.5441,-116.793
0,163.254,91.7666
0.220156,112.049,94.6632
1.34884,73.6963,39.3594
0,59.8489,-86.7189
0,90.5037,159.619
0,119.297,86.5284
0,109.039,-100.883
0,63.9312,-60.5757
0,148.756,27.8915
0,97.0798,75.6847
0.0854572,90.3479,-66.2514
0,28.69,-146.453
0.194217,80.9087,-149.297
47.137,85.1704,-100.408
0.342407,71.4379,158.943
0,142.094,-1.90862
0.0244549,99.3732,-31.0854
0,145.819,39.9994
0,150.649,-6.09863
0,101.258,122.895
0,88.3014,-57.34
0,169.377,-120.396
0,95.7048,-86.5253
0.0651688,65.5791,71.9902
1.55269,62.5103,-18.2581
0,128.607,-32.5149
0.106556,14.8879,-98.0955
0,112.188,88.7123
0,102.252,-107.217
0,86.2389,110.344
0,115.602,-4.28171
0,118.261,101.864
0,57.6184,156.941
0.0669951,96.5934,74.0884
0,59.1098,-84.0867
0,63.897,83.2937
0,93.6335,98.8935
0,124.56,126.981
0,44.1863,50.2175
1.03072,120.368,85.2491
0,98.2095,138.631
0,33.9814,-68.5659
0,121.424,46.8119
0,75.0133,-135.107
0.0144695,69.8574,-81.0399
0,146.327,15.1159
0,130.871,-8.09441
0,76.427,91.0203
0.127725,147.549,-19.9821
4.26842,75.8557,-64.0834
4.49875,63.9989,32.7857
0,80.9075,-136.296
1.23316,98.5537,-11.7036
0,72.6515,95.0448
0.204492,65.4408,150.236
0,48.3756,-155.284
0,126.766,59.4396
0.0408243,70.132,-103.689
0,89.8865,-42.5405
0.0698422,83.7949,-11.5832
0,154.937,-175.355
0,130.981,72.091
0.089693,149.083,-112.936
0,76.6616,109.64
0.45087,96.5256,-125.726
0,50.3747,41.4601
0.192315,105.452,163.533
1.45514,125.871,170.292
1.72635,58.7986,32.2249
0,33.0387,-135.423
0.309466,116.883,-29.3492
0,28.5371,156.282
0,89.1263,132.22
0,149.978,121.782
0,136.534,5.55097
0,40.4794,-85.9161
0,143.834,-62.9325
0.140989,66.6299,-166.538
0,92.4334,27.0749
0,125.396,-151.476
0,108.953,146.037
0,122.248,117.498
0,70.7689,48.01
0,122.306,-133.074
0.351594,110.665,-82.5488
0,14.9992,40.7015
0,62.5285,-60.9755
0,98.4413,46.0447
0,93.0429,-111.888
0.154527,122.045,146.24
0,20.5038,151.648
0,36.2339,-20.6088
0,148.097,-109.872
0,108.005,160.024
0,112.675,-126.437
0.15918,102.142,57.018
0,147.204,68.0634
0.994493,91.0454,137.926
0,56.2265,32.9467
0,52.9172,-125.392
0.122809,58.5735,-3.03002
0,52.2619,71.7939
0,76.5886,111.334
0,19.0127,-163.681
0,67.2458,-7.17782
0,107.331,-66.9861
0.115654,148.002,91.6151
0,59.2829,-176.875
0,104.166,-166.313
0,85.1281,-144.995
0,67.2506,102.715
0,127.982,-54.3046
0.0844787,158.53,-113.276
0,115.856,73.1294
0,128.896,-10.5234
0,88.0755,151.489
0.0882176,55.5378,85.2101
0,118.705,46.9936
0,86.4139,34.9353
0,87.0404,158.062
0,93.5744,13.8271
0.185423,110.669,23.0566
0,103.835,-61.5894
0.229101,60.0888,2.02138
0,8.94552,-47.8662
0,126.065,-79.884
0.0745161,125.12,121.388
0,126.703,-134.623
0,92.7498,-1.44157
0,34.599,-74.7362
0,83.3682,99.2124
0,65.2707,-14.0294
0,99.4808,-60.4043
0,48.6684,64.7487
0.029859,95.0824,56.286
0,143.486,-108.649
0,66.3996,175.275
0.140355,89.0571,-129.256
0.024642,100.969,140.217
0,34.8858,160.515
0,148.708,131.916
0,59.5468,-177.84
0,16.72,169.474
0,34.6944,163.438
0,33.4722,115.95
0.0990726,40.3889,-61.6678
0,81.9378,-82.067
0.278273,105.081,-81.8232
0,159.73,108.409
0,36.6148,88.7715
0,116.152,70.8918
2.21851,78.5857,95.9687
0,70.7647,-133.218
0,100.17,30.6074
0.137506,73.2923,69.6389
0,102.373,-169.815
0,38.3987,170.095
0,128.636,-19.4828
0,13.0786,-73.3069
0,87.9527,-48.0376
0,41.7892,58.0448
0.613577,117.896,-5.54354
0,39.5814,25.8252
0,144.462,145.251
0,52.4403,-91.5826
0.0651896,40.7079,-106.279
1.84997,113.773,40.8247
0,52.5381,-21.2215
1.09012,97.5308,-33.4074
0,100.774,153.956
0,17.8932,44.3752
0.0949414,81.7036,37.0391
49.6657,98.4783,90.1926
0,26.8539,-160.042
0.0730464,51.5898,141.103
0,77.5313,101.518
0.217531,109.539,163.016
0,36.2054,7.03916
0.319992,47.0007,-174.496
0,127.816,75.1336
0,157.374,122.318
0.210561,132.311,35.4404
0,108.047,123.949
0,74.3903,-113.834
0,104.738,-8.10113
0,153.946,174.982
0.0950803,104.192,173.341
0,147.564,107.47
0,68.4388,87.231
0.0455491,69.0206,81.7421
0,54.1607,107.988
0,65.215,-125.792
0,40.3293,-49.8504
0,42.6509,148.639
0.0312252,110.63,-163.22
0,149.225,26.4655
0,62.2612,-7.42602
0.104895,64.8189,-99.6027
0,127.109,-89.1521
0.756903,27.7907,-135.417
0,22.1351,31.7268
0,153.767,-103.647
0.0358226,30.9432,-153.788
0,110.121,90.9016
0.0751945,108.947,169.762
0,66.4573,149.104
0,131.528,-163.596
188.833,53.189,17.9457
0.0393538,106.167,57.5183
0,36.8876,44.2918
0,102.122,-2.60169
0,38.119,-18.4267
0.0540514,80.9193,148.622
0,76.2063,-9.21061
0,41.0149,146.431
0,124.401,26.0988
0,72.0836,-102.394
0,140.088,25.511
0,124.852,12.592
0,115.349,56.3042
0.020096,45.5984,32.5419
2.33819,101.57,14.1319
0,27.6933,-41.7602
0,138.893,106.986
0.191429,68.1434,54.647
0,142.023,129.997
0.867161,81.8246,87.8535
0,16.2168,-73.86
0,80.0773,169.727
0,63.1244,-58.3885
5.41277,50.913,120.083
0,130.626,173.67
0.610493,104.446,68.8226
6.96658,97.6768,76.7931
0,11.6179,-30.4534
0,25.2059,166.479
0,93.593,144.822
0.0152869,106.185,175.779
0,48.0708,-117.626
0,104.23,-134.08
0,130.021,1.97562
0.376142,65.0915,-102.299
0,23.8918,109.18
0.0720851,97.2984,22.9457
0.13879,73.5066,173.695
0,136.587,-174.864
0,72.5081,76.9038
0.0840567,102.517,139.037
0,156.277,119.412
0,160.551,23.0605
0.0161707,94.0383,-31.1317
0,150.707,-91.0162
0,104.808,85.4264
0.0282573,144.634,-68.453
0,135.785,139.583
0.729977,146.413,-44.0043
0,98.7679,-141.702
0,114.429,137.924
0,63.3713,-100.47
1.61876,107.368,-144.019
0,140.31,53.1141
0,92.7721,143.832
0,94.3331,85.598
0,135.897,87.8742
0.961267,81.9395,-124.176
0,10.6438,-30.8159
0,91.523,72.0302
0.242236,76.581,96.1079
0,61.3624,111.623
0,45.3453,179.593
0.0882503,139.129,-55.8736
0,101.631,11.2778
0.227082,73.7916,8.61717
0,60.4196,-118.243
0.0771469,73.9502,22.7687
0,61.324,93.1261
0,47.6557,-94.8925
0,25.6054,46.5965
0,118.594,-110.595
0.0144195,113.611,23.3957
0,91.9542,147.742
0.434317,73.8207,-7.69822
0,141.739,-60.2517
0.127291,66.2731,29.8638
10.1038,61.3233,-34.749
0,102.772,106.544
0,48.1992,153.992
0,9.54114,58.7826
0,15.4503,9.44239
0.0773444,153.418,114.656
0,105.009,18.5006
0.551336,79.5938,-29.169
0,58.9935,125.761
0,126.29,128.968
0,126.014,-102.142
0,139.617,119.279
0,72.0338,8.37397
0,69.8047,101.654
0,65.0819,-132.424
0.107327,168.025,44.6592
2.54829,58.7394,132.103
0,83.9252,-12.367
0,28.929,-65.8708
0.04788,99.9961,55.2331
0,84.6904,130.328
0.270584,134.275,156
0.59403,84.4687,-37.1088
0,91.5187,19.3482
0,32.3873,-114.043
0.0846371,99.1956,8.08994
0,56.3484,-64.9748
0,116.825,44.1585
6.49884,89.7787,110.361
0,31.3539,-24.0879
33.5757,36.9921,-81.4908
124.643,65.7325,26.5815
0,82.9373,21.6768
0.410991,90.2674,-0.677487
0,144.794,96.4174
0,126.891,143.267
0,98.4107,30.5981
0,127.139,-50.6361
0.114567,73.3247,48.082
2.62894,156.04,-150.737
3.83857,84.4754,-131.035
0,30.1629,-10.1499
0.126935,48.1293,9.78576
0,79.8051,-77.2997
0,147.979,-126.756
0.259152,67.0678,126.424
0,41.5589,119.233
0,45.6139,21.9543
0,46.9912,169.206
0.0265444,73.9988,88.9262
0,50.8215,127.692
0.161469,92.4309,-51.1776
92.206,94.0091,27.8863
0,54.4034,-97.8513
0,62.8778,171.124
0.0417331,143.976,164.945
1.31697,56.6726,-75.9965
0,98.4242,-106.96
0,154.409,-116.993
0.0806172,139.269,150.704
0,118.258,-51.7043
0.512195,116.575,-50.2026
1.24688,73.8988,-22.6267
1.86558,108.166,-79.0272
3.44868,155.944,-9.52375
5.74145,90.1995,-74.7936
56.5294,119.152,-69.7028
0,30.0194,-60.1444
0,67.674,-41.9014
0,63.1093,40.1036
0.063584,83.7268,-150.377
0,63.3742,38.2757
0,42.7334,24.9216
0.0182213,60.778,-144.455
0,95.1937,29.4966
0,101.057,-69.6916
0.571352,157.647,75.9142
0,28.7761,-61.1467
0,132.86,-141.089
0.141274,110.459,-1.72143
0,57.0286,69.3135
0.0900693,99.4214,48.2152
0.796318,111.829,-78.6264
0,124.59,-140.038
0.278997,57.2764,-73.3468
0,134.267,84.3408
0,89.7568,-53.7538
0.210721,53.8132,-72.7966
0,77.1473,-9.06278
0,130.63,175.511
0,131.431,-106.764
0,141.777,140.335
0,44.111,160.132
0,77.9054,-162.806
0.111886,73.9053,-130.704
0,97.5451,-11.3735
0.314052,118.486,-25.5713
0,97.4644,-52.1945
0.0812548,101.097,-42.452
0.767974,98.7398,16.346
0,34.2716,-20.1507
0.713223,75.0881,84.9935
0,104.02,44.2018
0,58.178,-148.507
0,133.679,-132.421
0.153725,88.8732,-172.28
0,124.657,-46.9812
0,123.968,45.0804
0,73.5597,110.255
0.174424,33.7504,12.3507
0,113.541,134.19
0,142.891,71.3875
0.149919,153.294,119.68
0,117.693,-61.155
0.144103,144.041,120.669
0,75.9669,131.72
0.436084,123.002,156.844
3.61055,111.363,50.2028
4.45142,72.8286,-92.2817
0,100.454,-19.5931
0,92.0462,73.2768
0,106.265,104.424
0,167.607,61.4289
0,60.3783,178.1
0,15.8575,6.97246
0,59.1106,-5.06813
0.361515,110.096,133.575
0,62.4531,-45.2011
0,144.342,-102.722
0,72.8057,78.2276
0,90.1519,46.1228
0.0441686,40.5744,95.63
0,102.955,-103.064
0,21.8363,-167.651
0.0309593,37.0808,29.5386
0.571329,29.3648,148.457
0,61.3893,-17.0875
0,61.1426,-110.509
0,44.0154,-79.544
0,102.462,-119.664
0,75.5327,76.6363
0,65.2888,84.9782
0,48.3329,-114.643
0,70.1159,84.0454
0,22.8179,39.1934
0.264174,85.7732,-142.499
0,109.069,106.212
0,141.272,-123.655
0.0601688,121.758,-79.6306
0,24.0435,-15.6667
0,141.284,125.435
0.223855,145.881,105.382
0,33.9817,61.2473
0,112.971,-147.327
0.166903,108.708,-131.001
0,42.1375,149.723
0,108.526,158.127
0.201044,126.971,8.6746
0,17.4385,-156.205
0,55.164,166.224
0.247009,86.8556,-55.4003
0,122.54,87.2774
0,107.92,-170.915
0.0433377,155.821,130.1
0,85.0955,-114.221
0.740971,100.311,-89.2084
0,46.7564,-71.3681
0.0587089,121.195,11.2083
15.4736,51.4186,42.9091
0,82.1235,71.7248
0.112188,72.0471,-176.504
0,95.5491,8.38066
0,112.448,-8.64046
0,83.6226,-113.069
0,110.561,-173.543
0.0111281,93.0822,-67.8994
0,139.52,-176.574
1.18489,142.423,21.5585
0,53.4324,-71.2557
0.0297736,90.5183,-165.581
0,122.578,-53.51
0.957383,102.7,-171.411
0,125.333,121.062
0,67.5045,-117.143
0.406835,82.4602,-177.514
1.11169,64.6051,149.37
0,91.7322,48.6561
0.0491174,31.5134,-146.779
2.07853,147.577,69.2737
0,104.718,166.956
0.774698,22.5151,148.816
0,116.873,-129.418
0.374369,90.2825,-85.7599
0.0868615,92.0029,134.92
0,119.169,-157.373
0.0400451,82.5488,-97.2478
1.20457,117.85,162.838
1.40661,104.259,-170.523
1.39791,132.47,-22.336
0,94.9546,65.0306
0.304613,153.366,-39.5547
4.1481,132.084,-44.995
0,123.241,-117.015
0.744499,158.561,-127.337
0,108.153,-107.976
0.5578,139.786,86.7861
0,54.2065,-81.9847
0,163.426,-134.232
0.106082,111.454,34.0305
0,13.3719,44.1269
0.367399,88.296,-82.841
0,88.4551,-14.1782
0,116.191,-22.4741
0.418056,113.093,167.891
0,114.479,6.62662
0,114.829,122.558
0.242302,121.487,-56.4641
0,29.8171,136.745
0,64.287,130.675
0.280578,125.373,-81.4325
10.899,64.3451,-101.23
0,96.6557,151.054
1.74035,48.9279,120.807
0,118.185,72.3273
0.37497,156.202,111.756
0.511813,93.2846,122.491
0,53.7776,32.6195
0,33.0607,-168.754
0,106.062,132.776
0,111.838,-157.039
0.0385893,123.138,7.61141
0,118.132,176.489
0.177609,130.288,-0.959621
0.112547,46.8304,-53.2301
0.187633,160.22,-59.7205
0,103.443,57.3759
0,98.5622,167.568
0.0404718,19.1133,2.50099
0,76.1614,-12.1111
0.0883843,143.228,-85.5813
0,45.2455,90.2442
0.137531,111.317,-128.196
0,104.194,-60.0636
0,116.42,67.5262
0.0740722,62.8665,-16.4206
0,96.0655,64.5481
0,76.4097,-166.433
0.320075,103.563,23.7824
2.31245,131.344,-66.2749
0,128.835,54.4165
0.314662,170.34,-100.757
0,16.1492,-88.3545
0,64.5965,128.146
0.0268104,104.029,179.32
0,50.8296,-177.506
0.224624,49.8175,-140.252
0,21.55,-83.5936
0,119.172,12.8403
0,31.5576,-88.2647
0.111781,78.0154,-100.607
0,126.386,3.01327
0.124185,119.533,-72.7367
0,145.407,14.0994
0,63.7333,55.1475
0,87.2441,-78.1618
0,146.496,168.954
0,55.917,52.9944
0,166.234,123.935
0,60.284,112.574
17.1152,47.1941,74.4616
243.999,42.8312,-168.274
0,91.0063,138.772
0,111.991,91.862
0,145.081,100.186
0.0539139,81.9399,20.4884
0,102.479,4.75398
0,72.041,4.95233
0.0973296,134.609,144.977
0,71.9206,-58.0433
0,108.3,-116.486
0,121.201,69.885
0,139.538,55.301
0.0665725,82.2444,143.03
0,151.175,23.778
0,91.6404,-16.5265
0,72.3833,29.7217
0,21.5729,105.317
0,92.0716,-169.968
0.0743853,126.152,69.5687
0,27.7368,-117.906
0,81.3849,24.0103
0,163.788,119.9
0,95.1826,-5.68138
0,60.5336,-33.5537
1.9617,100.101,-119.907
0,41.4164,-78.4531
0,135.34,-115.311
0,86.6625,-31.9884
0,73.9116,-84.3519
0.159625,34.8411,-55.2908
0,13.6448,-108.417
0,82.0423,-46.4038
0,108.153,-179.802
0,94.8369,-118.049
0.265649,46.7818,-89.6563
3.81007,98.0712,-160.75
0,92.8232,62.5617
0,63.4961,-53.2349
0.180461,88.0341,31.3457
0,41.3436,-37.5124
0.626973,98.6088,165.356
0,46.3629,-44.6084
0,123.008,-178.914
0.222875,111.665,-174.543
0,171.951,-47.5938
0,111.498,57.3655
0,77.1253,-21.7401
0,138.014,154.781
0,53.5304,-179.208
0,102.485,-160.522
0.183348,121.393,-41.9896
0,94.8007,108.969
0.914133,107.451,99.161
0,115.813,-41.6805
1.21551,143.646,-112.824
0,121.263,-63.7527
0,104.319,-96.187
0,49.8074,-27.9773
0.407326,94.8978,-177.689
0,44.1439,68.2258
0.211433,75.6474,-60.4845
0,106.827,-162.157
0.0437899,88.165,89.6414
0,88.2004,42.4917
0,120.935,40.2396
0.081437,97.0479,47.6623
0,92.6692,148.461
0.0652373,51.1322,46.6551
0,71.1614,-102.015
0.330323,130.782,-25.5505
0,143.043,-102.015
0,55.957,-67.381
0.127455,104.376,-68.9482
0,54.4739,-56.0376
0.244407,42.3008,-88.2769
0,15.2952,-142.202
0,102.336,117.581
0,59.8034,-87.8901
0,166.049,-116.065
0,110.56,-131.144
0.201488,102.641,-135.948
0,73.8327,-33.7735
0,60.727,-21.6527
0.405589,41.7289,25.5511
0.0934705,78.4595,-43.4244
0,63.8224,83.7268
0.0893645,57.7404,15.9596
0,72.2298,-49.4214
0.162375,88.4577,-117.953
0,89.1385,170.781
0,71.8877,-14.2455
0.250471,66.5549,21.844
2.52834,153.784,93.5878
0,153.743,-6.08701
0,121.947,-141.177
0,47.1281,140.486
0.150153,83.1376,12.6811
0,130.583,54.8473
0.30376,105.847,107.008
3.40878,88.6797,-81.4562
3.68226,103.811,13.2624
3.82312,105.764,68.5165
4.12415,63.7212,60.631
0,25.7199,9.03149
0,78.3679,104.258
0,79.7213,-89.2414
0,142.592,75.0273
0,41.7048,-32.3171
1.40523,92.1676,-47.6053
0,43.0692,122.039
0,159.964,113.27
0,74.5555,118.077
0,95.943,109.496
0,93.8308,97.5373
0.962782,92.4589,126.7
0,109.77,6.67468
0,104.119,176.434
0,79.752,-74.5096
0,54.2284,154.826
0.0497959,68.4708,53.9382
0,59.9783,-110.483
0,31.667,99.763
0,15.8239,-93.8017
0,36.4131,-45.9197
0.0955358,88.6726,-159.563
0,59.8285,-111.844
0,102.557,-135.704
0,117.713,-83.1988
0,94.7902,159.132
0,121.632,107.845
0.142263,79.6938,144.708
0,97.7409,119.899
0.186287,155.362,122.569
0,39.3652,-73.3629
0,156.17,150.698
0.174265,120.631,-64.7796
0,135.514,-132.369
0.305524,141.378,93.117
0,134.296,-48.339
0,83.7462,176.579
0.175151,41.5067,-121.489
0,119.752,-56.5582
0.313261,159.669,101.183
0,104.153,178.798
0,32.794,-151.808
0,98.2064,-146.52
0,71.1895,-149.239
0,62.9354,100.722
0.141434,139.692,-11.6589
0,89.1026,69.1803
0.115788,112.083,-39.6219
0.714445,62.9298,64.5243
0,95.2084,53.416
0.100614,98.8594,10.4815
0,117.137,-15.1477
0.136736,114.326,86.669
0,88.2105,69.0361
0,70.3263,113.95
0.0864146,59.0166,45.2137
0,117.416,-118.306
0.733832,172.533,16.8044
0,129.898,133.826
0.577168,97.3519,-148.66
0,150.539,88.3049
0,97.59,-22.5967
0,96.0296,-72.6898
0,31.9813,-62.6191
0,91.5903,-108.221
0,108.853,-169.792
0,79.6929,-149.031
0.0359043,126.609,161.649
0,99.8949,-157.047
0.109348,164.266,-123.016
0,40.6893,164.928
0.818737,61.3711,-157.304
0,117.938,126.276
0,123.283,-139.744
0.023279,91.0361,15.9213
0,22.3454,-57.0757
1.22833,93.793,-167.697
0,62.0333,-109.634
0,107.528,-166.852
0,76.1176,-23.0686
0.0306593,70.1134,-111.474
0.136005,95.0636,28.4607
0,72.0753,-139.209
0,96.1842,-82.4344
0.0955257,110.962,-50.2151
0,137.551,-55.0106
0,147.41,66.9545
0,162.555,-137.861
0,154.334,87.0487
1.02643,113.399,162.593
5.92453,32.4275,88.058
0,110.781,-21.754
0,91.7581,129.474
0.213495,49.1632,-175.957
7.32816,104.945,58.6358
0,20.9071,104.933
0,122.102,-114.139
0.302202,79.9646,-149.631
0,85.7527,-159.421
0,108.449,-150.329
0,142.323,-22.7886
0,72.5577,-151.109
0,91.5908,113.933
0,68.1688,126.243
0,78.9117,174.461
0,102.787,-58.6681
0.0714838,66.2348,68.507
0,143.866,20.5039
0,107.83,-163.348
0,88.9668,-16.5156
0,110.07,112.6
47.4204,99.3916,164.188
0,32.506,-132.442
0,125.612,46.9194
0.0843763,89.2679,59.2976
0,51.1916,-35.6422
0,100.2,-153.506
0.270112,132.507,160.043
0,47.433,-28.2976
0,134.9,-45.2607
0.0873676,67.7483,-96.2642
0,45.3265,-64.6493
0.0796903,80.2068,-33.0333
0,95.8291,53.0182
0.276284,84.1124,71.3884
0,81.6536,-87.4855
0.39517,64.0801,-94.508
0,50.6923,-160.523
0,153.624,179.985
0.0820379,56.694,-124.262
0,128.869,116.919
0.0509754,46.3438,-45.8051
0,62.2453,38.3408
0,41.4219,93.5767
0.0689401,87.5056,-102.19
0,109.683,161.659
0,128.108,-154.76
0,86.8247,32.6445
0.0237617,92.6676,-31.7753
0,148.618,80.6111
0,142.546,58.3115
0.105029,61.0076,-85.3788
0,112.509,51.0132
0,124.88,58.5468
0,155.886,118.597
0.02226,146.743,105.786
0,136.062,31.2651
0,89.7752,141.718
0.059388,152.25,104.442
0,156.338,81.2553
0,76.2281,119.405
0,97.3814,166.822
0,50.4105,66.2582
0.0310507,96.4558,141.765
0,148.834,-65.8036
0,53.735,-78.424
0.0800284,77.8779,101.449
0,100.969,-165.035
